1551287221.586129,0
1551287221.715624,0
1551287221.836404,10
1551287221.964481,0
1551287222.084559,19
1551287222.211329,23
1551287222.338820,19
1551287222.461383,22
1551287222.580555,21
1551287222.706094,25
1551287222.826227,22
1551287222.948065,24
1551287223.075785,1
1551287223.196196,23
1551287223.322119,24
1551287223.442697,24
1551287223.565797,24
1551287223.691087,0
1551287223.814732,27
1551287223.939014,28
1551287224.056075,25
1551287224.178451,28
1551287224.300257,29
1551287224.426186,28
1551287224.545526,30
1551287224.660372,31
1551287224.784258,29
1551287224.900230,30
1551287225.020746,32
1551287225.137431,0
1551287225.262270,31
1551287225.383679,34
1551287225.502252,34
1551287225.626497,34
1551287225.751285,34
1551287225.876039,35
1551287226.002499,31
1551287226.122236,36
1551287226.246454,37
1551287226.365957,39
1551287226.485962,36
1551287226.605687,38
1551287226.733025,39
1551287226.860914,38
1551287226.987620,46
1551287227.109308,47
1551287227.236906,48
1551287227.356268,49
1551287227.482660,50
1551287227.600135,54
1551287227.720317,55
1551287227.841934,57
1551287227.960189,58
1551287228.081999,58
1551287228.227559,67
1551287228.349778,69
1551287228.469436,69
1551287228.589633,69
1551287228.709606,71
1551287228.829728,72
1551287228.950377,13
1551287229.071504,89
1551287229.191095,91
1551287229.309832,94
1551287229.429637,99
1551287229.549734,99
1551287229.669850,100
1551287229.789907,99
1551287229.914144,98
1551287230.033854,81
1551287230.156531,79
1551287230.285818,80
1551287230.410411,80
1551287230.536384,79
1551287230.662775,93
1551287230.781972,100
1551287230.909267,52
1551287231.034660,53
1551287231.156414,44
1551287231.287310,44
1551287231.416393,19
1551287231.545831,59
1551287231.676230,60
1551287231.796550,54
1551287231.916576,41
1551287232.036665,0
1551287232.156493,49
1551287232.276021,64
1551287232.396330,58
1551287232.516622,86
1551287232.636443,100
1551287232.754845,100
1551287232.875869,74
1551287232.996313,76
1551287233.116334,100
1551287233.236781,100
1551287233.356570,99
1551287233.472386,100
1551287233.596173,70
1551287233.724552,72
1551287233.842521,74
1551287233.973007,92
1551287234.093934,91
1551287234.229565,85
1551287234.349496,63
1551287234.473300,63
1551287234.589690,63
1551287234.709924,99
1551287234.829856,99
1551287234.949692,65
1551287235.069636,66
1551287235.189780,65
1551287235.309683,99
1551287235.429959,97
1551287235.551427,71
1551287235.669507,71
1551287235.789635,72
1551287235.916291,99
1551287236.036962,92
1551287236.166062,60
1551287236.295823,57
1551287236.416233,56
1551287236.536785,84
1551287236.656276,55
1551287236.776398,55
1551287236.896366,55
1551287237.016262,87
1551287237.136380,84
1551287237.255695,55
1551287237.376653,57
1551287237.496876,59
1551287237.616302,86
1551287237.736330,58
1551287237.852466,59
1551287237.976010,60
1551287238.092990,91
1551287238.222587,89
1551287238.347701,62
1551287238.465706,63
1551287238.593674,65
1551287238.714189,94
1551287238.834436,90
1551287238.953940,63
1551287239.074037,64
1551287239.193795,66
1551287239.313898,96
1551287239.433995,93
1551287239.554111,62
1551287239.674083,63
1551287239.794079,63
1551287239.919260,97
1551287240.039212,57
1551287240.158320,62
1551287240.281432,63
1551287240.406603,64
1551287240.530006,91
1551287240.656733,56
1551287240.785988,62
1551287240.915930,62
1551287241.034461,63
1551287241.155690,55
1551287241.276357,43
1551287241.396457,53
1551287241.516467,56
1551287241.636492,59
1551287241.756471,45
1551287241.885931,0
1551287242.016719,37
1551287242.137045,46
1551287242.274712,60
1551287242.393754,56
1551287242.514630,79
1551287242.633771,52
1551287242.756478,71
1551287242.878770,75
1551287242.998738,77
1551287243.118643,100
1551287243.240895,91
1551287243.359479,97
1551287243.478772,74
1551287243.597787,76
1551287243.718219,78
1551287243.838090,91
1551287243.957835,92
1551287244.077763,70
1551287244.203725,72
1551287244.323254,74
1551287244.446759,45
1551287244.575319,38
1551287244.715739,42
1551287244.842032,62
1551287244.960721,54
1551287245.117711,33
1551287245.246578,0
1551287245.380962,31
1551287245.499557,34
1551287245.622053,48
1551287245.746036,59
1551287245.870642,55
1551287245.990165,57
1551287246.108836,74
1551287246.237064,73
1551287246.356341,88
1551287246.469691,86
1551287246.592284,90
1551287246.721873,85
1551287246.840528,85
1551287246.960563,100
1551287247.105908,73
1551287247.231131,78
1551287247.349619,58
1551287247.485978,71
1551287247.615878,45
1551287247.783809,47
1551287247.910022,43
1551287248.032849,55
1551287248.161767,19
1551287248.280792,0
1551287248.401878,27
1551287248.520291,30
1551287248.647917,21
1551287248.765258,0
1551287248.886444,1
1551287249.015358,29
1551287249.138459,34
1551287249.257739,34
1551287249.378325,46
1551287249.497827,37
1551287249.618703,42
1551287249.738329,49
1551287249.855699,31
1551287249.972036,43
1551287250.093174,45
1551287250.215944,51
1551287250.332945,46
1551287250.448877,58
1551287250.564660,46
1551287250.678768,52
1551287250.800490,56
1551287250.920413,61
1551287251.046200,48
1551287251.162946,49
1551287251.286493,56
1551287251.409612,59
1551287251.526221,66
1551287251.642343,51
1551287251.759220,53
1551287251.874354,57
1551287252.001971,57
1551287252.127943,67
1551287252.261283,50
1551287252.379037,56
1551287252.500108,60
1551287252.621864,69
1551287252.739650,53
1551287252.857764,55
1551287252.974174,58
1551287253.089073,66
1551287253.222290,70
1551287253.342021,57
1551287253.462131,60
1551287253.579884,62
1551287253.700891,89
1551287253.818106,85
1551287253.934683,67
1551287254.050291,71
1551287254.165063,74
1551287254.278232,100
1551287254.392511,84
1551287254.509645,62
1551287254.629496,63
1551287254.747166,65
1551287254.869450,74
1551287254.989583,75
1551287255.105881,66
1551287255.224076,69
1551287255.341024,69
1551287255.458688,78
1551287255.574294,68
1551287255.689632,46
1551287255.809837,51
1551287255.924740,54
1551287256.042591,23
1551287256.166983,30
1551287256.281090,35
1551287256.397012,37
1551287256.512364,24
1551287256.627783,0
1551287256.743754,3
1551287256.867892,33
1551287257.002454,35
1551287257.119324,38
1551287257.246180,9
1551287257.369537,3
1551287257.490769,38
1551287257.605992,45
1551287257.722411,51
1551287257.834783,47
1551287257.950036,69
1551287258.065743,57
1551287258.186743,61
1551287258.303022,66
1551287258.430642,76
1551287258.554014,84
1551287258.677295,67
1551287258.792682,62
1551287258.909972,67
1551287259.026308,76
1551287259.140941,91
1551287259.274138,67
1551287259.394144,60
1551287259.512226,68
1551287259.636437,72
1551287259.766293,76
1551287259.890328,46
1551287260.008289,45
1551287260.124185,49
1551287260.236419,25
1551287260.354124,3
1551287260.469771,24
1551287260.589492,27
1551287260.709176,32
1551287260.836275,0
1551287260.956335,0
1551287261.078147,27
1551287261.194751,31
1551287261.310061,37
1551287261.426900,25
1551287261.541333,41
1551287261.657772,41
1551287261.777870,46
1551287261.907626,51
1551287262.024147,37
1551287262.147915,44
1551287262.269832,44
1551287262.388158,52
1551287262.503078,53
1551287262.618142,58
1551287262.736892,45
1551287262.857778,46
1551287262.978256,49
1551287263.100139,35
1551287263.223091,42
1551287263.340488,40
1551287263.460457,42
1551287263.576951,38
1551287263.693586,19
1551287263.808617,28
1551287263.923246,35
1551287264.038991,38
1551287264.159305,22
1551287264.286212,5
1551287264.402687,24
1551287264.526454,30
1551287264.649664,23
1551287264.766088,5
1551287264.883886,2
1551287264.999572,23
1551287265.115375,28
1551287265.231879,22
1551287265.354033,4
1551287265.473983,1
1551287265.591081,22
1551287265.715749,29
1551287265.835669,24
1551287265.952700,5
1551287266.066991,0
1551287266.180145,23
1551287266.297962,33
1551287266.412402,24
1551287266.529694,6
1551287266.649456,1
1551287266.770019,25
1551287266.895937,34
1551287267.016587,24
1551287267.133577,17
1551287267.244066,9
