1551298451.393425,0
1551298451.504820,9
1551298451.615993,16
1551298451.723718,20
1551298451.831356,12
1551298451.938704,11
1551298452.056325,9
1551298452.164423,9
1551298452.274244,15
1551298452.387978,11
1551298452.495484,8
1551298452.605556,3
1551298452.715497,4
1551298452.824944,6
1551298452.932848,5
1551298453.043233,6
1551298453.149414,4
1551298453.261341,10
1551298453.368800,9
1551298453.485919,9
1551298453.598880,13
1551298453.707651,10
1551298453.814865,10
1551298453.925850,9
1551298454.033723,15
1551298454.138502,14
1551298454.243944,12
1551298454.348202,13
1551298454.465334,6
1551298454.578880,16
1551298454.697079,12
1551298454.813318,17
1551298454.925547,17
1551298455.040701,14
1551298455.148553,12
1551298455.265779,9
1551298455.385821,7
1551298455.498846,3
1551298455.606179,5
1551298455.724193,4
1551298455.848415,3
1551298455.955381,11
1551298456.069922,15
1551298456.180814,18
1551298456.288833,17
1551298456.397477,20
1551298456.505309,16
1551298456.613122,19
1551298456.725574,17
1551298456.845389,15
1551298456.960785,4
1551298457.076416,2
1551298457.183604,5
1551298457.297007,4
1551298457.430651,4
1551298457.550153,3
1551298457.658772,4
1551298457.765789,19
1551298457.875007,19
1551298457.980282,14
1551298458.093320,12
1551298458.201640,9
1551298458.315203,0
1551298458.421751,0
1551298458.529927,0
1551298458.634853,6
1551298458.745317,19
1551298458.854141,20
1551298458.961895,15
1551298459.085291,14
1551298459.203084,3
1551298459.313243,0
1551298459.422081,0
1551298459.537004,4
1551298459.651222,5
1551298459.760632,4
1551298459.873739,5
1551298459.980820,5
1551298460.108978,6
1551298460.219159,1
1551298460.328291,0
1551298460.446384,1
1551298460.553779,15
1551298460.661813,19
1551298460.766075,17
1551298460.872145,13
1551298460.981995,12
1551298461.095588,12
1551298461.205267,8
1551298461.321557,6
1551298461.429769,6
1551298461.542445,6
1551298461.652809,3
1551298461.760903,0
1551298461.872398,0
1551298461.980450,8
1551298462.090885,10
1551298462.200701,17
1551298462.314141,13
1551298462.422598,13
1551298462.533071,13
1551298462.646003,10
1551298462.760223,12
1551298462.866891,8
1551298462.980601,7
1551298463.087474,6
1551298463.196604,6
1551298463.305521,9
1551298463.418285,16
1551298463.529915,18
1551298463.649236,18
1551298463.765641,11
1551298463.875680,20
1551298463.991348,19
1551298464.100934,18
1551298464.210106,11
1551298464.325754,8
1551298464.435447,8
1551298464.544190,8
1551298464.650882,11
1551298464.765388,18
1551298464.873350,20
1551298464.981683,15
1551298465.094751,16
1551298465.210260,19
1551298465.327729,17
1551298465.434842,20
1551298465.545041,7
1551298465.654316,0
1551298465.759649,10
1551298465.867097,13
1551298465.975884,15
1551298466.084238,15
1551298466.195929,18
1551298466.305718,18
1551298466.423845,16
1551298466.530108,14
1551298466.634991,13
1551298466.739871,17
1551298466.847060,16
1551298466.954747,18
1551298467.064410,17
1551298467.191916,12
1551298467.299574,2
1551298467.416255,1
1551298467.521550,0
1551298467.632731,2
1551298467.740838,0
1551298467.848977,5
1551298467.965700,9
1551298468.085650,11
1551298468.194164,15
1551298468.305669,15
1551298468.425092,16
1551298468.547771,17
1551298468.665623,20
1551298468.784946,17
1551298468.893035,15
1551298469.005874,11
1551298469.123459,3
1551298469.234079,5
1551298469.340820,3
1551298469.445279,11
1551298469.554622,13
1551298469.661822,11
1551298469.767863,11
1551298469.876406,12
1551298469.988839,14
1551298470.103468,8
1551298470.215627,2
1551298470.335720,0
1551298470.455665,1
1551298470.575997,0
1551298470.684066,0
1551298470.791164,0
1551298470.901786,0
1551298471.006008,7
1551298471.124389,10
1551298471.237504,16
1551298471.350020,14
1551298471.472313,16
1551298471.594515,19
1551298471.705257,13
1551298471.813244,13
1551298471.920832,13
1551298472.035820,6
1551298472.146012,12
1551298472.265862,19
1551298472.382239,17
1551298472.492240,12
1551298472.607294,8
1551298472.721472,6
1551298472.837754,9
1551298472.955577,10
1551298473.077505,11
1551298473.195471,9
1551298473.303755,10
1551298473.412139,10
1551298473.524750,10
1551298473.629046,5
1551298473.738557,1
1551298473.851368,5
1551298473.969999,6
1551298474.085087,6
1551298474.204994,0
1551298474.312218,0
1551298474.425469,0
1551298474.533692,7
1551298474.646137,13
1551298474.759527,18
1551298474.866287,18
1551298474.974903,17
1551298475.079433,14
1551298475.184858,14
1551298475.289034,19
1551298475.395827,6
1551298475.502221,4
1551298475.606528,5
1551298475.710482,0
1551298475.822794,2
1551298475.930754,2
1551298476.042969,0
1551298476.159009,1
1551298476.268406,8
1551298476.385318,18
1551298476.499746,17
1551298476.613158,16
1551298476.725321,15
1551298476.832587,19
1551298476.941087,16
1551298477.046339,7
1551298477.153435,0
1551298477.258278,0
1551298477.375377,0
1551298477.482145,2
1551298477.601078,1
1551298477.714986,9
1551298477.825623,13
1551298477.942342,14
1551298478.051699,18
1551298478.161557,18
1551298478.271523,17
1551298478.385889,19
1551298478.495432,17
